employee_id,name,nationality,department,job_title,salary,age,years_of_experience,performance_score,manager_rating,attrition,join_date
265,Melanie Flowers,British,IT,Data Analyst,24610.01,30,22,2.08,2.07,1,2004-02-28
266,Jeremy Cross,Lebanese,Legal,Legal Counsel,31790.41,26,10,2.44,4.78,0,2015-09-10
267,April Lee,Bangladeshi,Operations,Operations Manager,8567.34,41,15,1.03,2.58,0,2010-11-09
268,Mr. Ronald Leonard,American,Marketing,Brand Manager,29833.31,60,14,1.54,2.28,0,2012-02-09
269,Clinton Davidson,Bangladeshi,IT,IT Manager,48717.73,40,13,3.94,3.53,0,2013-01-17
270,Benjamin Smith,Emirati,Sales,Account Manager,19045.51,58,13,1.8,4.99,1,2012-08-13
271,Douglas Goodwin,American,Customer Service,CS Representative,8144.73,40,23,4.33,1.28,0,2002-10-27
272,Katrina Oliver,American,Sales,Account Manager,15338.5,31,8,3.86,4.16,1,2017-07-18
273,Tiffany Knapp,Lebanese,Legal,Legal Counsel,32797.57,48,18,3.17,4.16,0,2007-08-22
274,Marc Reeves,British,HR,Recruiter,28530.71,44,4,1.67,3.45,0,2021-06-23
275,Leslie Kim,Lebanese,Legal,Legal Officer,10474.65,38,4,1.89,3.99,0,2021-06-01
276,Joseph Robinson,Indian,Customer Service,CS Supervisor,10867.01,59,12,3.76,1.6,0,2013-09-16
277,Nicole Barker,American,Legal,Compliance Manager,15223.12,31,3,2.39,2.37,0,2022-08-26
278,Deborah Grant,Emirati,Customer Service,CS Supervisor,11572.49,50,4,2.28,2.2,0,2022-03-22
279,Kathy Wright,American,HR,HR Manager,29401.4,37,22,3.06,3.21,0,2003-10-18
280,Jose Blair,Lebanese,Legal,Compliance Manager,18300.33,49,21,2.58,3.95,0,2004-10-05
281,Dr. Joseph Lloyd,Indian,Legal,Legal Counsel,41713.1,35,1,2.11,3.82,0,2024-07-27
282,Janet Grant,Bangladeshi,IT,IT Manager,22365.38,51,12,1.46,3.68,0,2013-06-28
283,Douglas Chandler,Egyptian,Management,Team Lead,53155.31,44,13,2.41,2.83,1,2012-06-11
284,Cole Davis,British,IT,IT Support,13832.33,41,11,1.47,2.49,1,2014-11-04
285,Carlos Fisher,Jordanian,Management,General Manager,42497.52,53,13,3.54,3.77,0,2013-02-22
286,Rebekah Hansen,American,Customer Service,CS Representative,7104.45,42,10,4.37,3.48,0,2016-05-16
287,Bethany Lopez,American,Operations,Operations Manager,29131.9,54,13,3.61,2.64,0,2012-05-23
288,Peter Avila,American,IT,IT Manager,32181.31,36,3,2.17,2.1,0,2023-02-22
289,Lisa Roberts,Emirati,Logistics,Warehouse Manager,8490.64,29,17,2.07,3.17,0,2008-08-18
290,Gregory Harmon,Emirati,Customer Service,CS Supervisor,8278.13,49,18,1.41,4.32,0,2007-12-22
291,Mark Price,Filipino,Sales,Account Manager,35452.59,27,12,2.76,4.98,0,2014-01-20
292,Stephen Smith,Emirati,Management,Director,37791.0,49,23,1.66,1.56,1,2003-02-08
293,Mr. Steve Conway,Jordanian,Logistics,Warehouse Manager,19130.87,32,9,2.29,3.82,1,2017-01-04
294,Nathaniel Gomez,Pakistani,HR,HR Manager,33957.62,48,5,4.68,4.97,0,2021-03-16
295,Connie Cole,Egyptian,IT,IT Manager,22205.97,37,23,4.05,3.7,0,2002-08-02
296,Angela Duffy,American,Legal,Compliance Manager,13398.23,27,15,2.61,4.0,0,2010-11-15
297,Nicole Nielsen,Indian,Marketing,Digital Marketer,7069.25,27,19,3.92,2.83,0,2006-11-21
298,Carla Green,Lebanese,Legal,Legal Officer,53565.79,35,7,2.98,2.29,0,2018-08-13
299,Mia Holt,Indian,Management,General Manager,66239.74,25,16,1.18,3.5,0,2010-05-14
300,Sara Lewis,Egyptian,Customer Service,CS Representative,5010.14,49,15,1.81,3.75,1,2010-06-24
301,Gina Davis,British,Sales,Account Manager,28601.4,38,3,1.33,3.66,0,2023-04-23
302,Kristine Frost DVM,American,Sales,Sales Executive,30081.57,36,24,2.72,1.36,1,2002-02-04
303,Jessica Henry,Pakistani,IT,IT Manager,18273.83,50,19,1.04,3.78,0,2006-10-19
304,Tony Green,Pakistani,HR,HR Manager,17725.96,28,8,1.41,2.47,1,2017-11-06
305,Danny Rowe,British,HR,HR Director,22772.15,32,17,2.76,3.89,0,2009-03-06
306,Kathryn Alexander,Bangladeshi,Operations,Operations Analyst,27518.23,30,3,4.01,3.36,0,2022-10-12
307,Ronald Hansen,Emirati,Operations,Coordinator,21470.89,37,9,3.21,3.4,0,2016-06-01
308,Mario Anderson,American,Sales,Sales Manager,24085.72,54,7,1.75,2.57,0,2019-01-18
309,Aaron Matthews,Bangladeshi,HR,HR Manager,20988.31,60,8,1.28,4.55,1,2017-11-17
310,Andre Perez,Emirati,Legal,Legal Counsel,28938.86,56,19,3.73,4.05,0,2007-04-16
311,Michael Levine,Jordanian,HR,HR Director,14341.19,24,1,4.69,4.79,0,2024-12-23
312,Helen Hall,Jordanian,Legal,Legal Officer,28102.48,56,23,3.15,1.61,1,2003-04-14
313,Amanda Tyler,Egyptian,IT,IT Manager,22396.76,59,18,3.54,4.34,0,2008-04-19
314,Christine Rose,Pakistani,Operations,Operations Analyst,11867.51,49,2,1.46,3.45,1,2023-06-12
315,Brittney Taylor,Pakistani,Finance,Finance Manager,13076.84,22,23,1.66,4.81,0,2003-01-12
316,Cameron Barnett,British,IT,Data Analyst,41026.08,39,24,3.93,1.47,0,2001-12-04
317,Andrea Burton,American,Logistics,Warehouse Manager,11784.89,58,3,3.51,2.98,0,2023-04-21
318,Scott Smith,Emirati,IT,Software Engineer,15449.71,28,12,4.58,3.7,1,2013-09-03
319,Adam Arnold,Jordanian,Finance,CFO,9701.32,45,8,2.53,1.6,0,2018-05-02
320,Mr. Jacob Scott,Emirati,Operations,Operations Analyst,11958.32,42,11,2.09,1.31,1,2014-09-06
321,Kristy French,Bangladeshi,Operations,Operations Analyst,29553.93,47,17,1.28,2.86,1,2008-12-14
322,Clinton Romero,American,Logistics,Supply Chain Analyst,6175.32,34,15,2.17,4.14,0,2011-01-18
323,Dennis Stewart,Emirati,Management,VP,79856.16,34,16,3.93,3.19,0,2010-03-06
324,Nathaniel Flores,Indian,Finance,Accountant,28037.17,22,8,4.8,1.01,0,2017-12-14
325,Daisy Romero,Filipino,Logistics,Warehouse Manager,15235.95,25,8,4.89,1.57,0,2018-04-28
326,Nicholas Harper,British,Legal,Legal Officer,50301.01,51,23,4.9,1.34,1,2003-03-17
327,Joseph Gould MD,Bangladeshi,Management,Director,19048.39,30,19,1.95,2.04,1,2006-11-03
328,Donald Barr,Pakistani,Customer Service,CS Supervisor,8504.17,34,9,1.54,4.08,1,2017-03-27
329,Richard Riddle,Egyptian,Customer Service,CS Representative,11097.69,56,11,2.43,4.08,0,2014-09-26
330,Malik English,Pakistani,HR,HR Officer,29612.71,41,6,4.31,3.79,1,2019-12-04
331,Jamie Richards,British,Operations,Operations Manager,15509.87,25,12,3.71,2.04,0,2014-05-06
332,Andrea Torres,Emirati,Logistics,Logistics Coordinator,18102.66,28,24,2.85,4.22,1,2002-05-18
333,Lisa Cox,Egyptian,IT,Software Engineer,42770.61,45,7,3.75,4.75,1,2018-07-24
334,Susan Williams,Indian,Finance,Financial Analyst,15316.76,50,3,4.24,1.37,0,2022-12-01
335,Elizabeth Sutton,British,Customer Service,CS Representative,7519.84,58,2,2.73,3.9,0,2023-11-05
336,Monique Stewart,Lebanese,Marketing,Marketing Executive,32432.52,39,7,2.12,4.53,1,2018-07-07
337,Adam Hampton,Filipino,Sales,Account Manager,20595.74,57,16,2.92,1.35,0,2009-10-20
338,Kathleen Gilbert,American,Logistics,Warehouse Manager,19876.6,56,8,4.18,4.96,0,2017-11-18
339,Sandra Jones,Filipino,Customer Service,CS Representative,18690.16,54,12,2.29,2.08,1,2013-07-20
340,Nicole Brown,Indian,Sales,Sales Executive,33685.58,52,2,3.12,4.07,0,2024-02-27
341,Jon Booth,Bangladeshi,Operations,Operations Analyst,18808.55,25,9,4.06,4.79,0,2016-11-03
342,Joshua Villanueva,Lebanese,IT,IT Support,33293.3,44,8,4.66,1.11,0,2017-08-03
343,Lori Gordon,Filipino,Management,General Manager,69385.29,53,7,3.17,1.7,1,2019-04-22
344,Jill Padilla,Bangladeshi,Finance,Financial Analyst,25685.59,43,17,4.67,1.81,1,2009-02-21
345,Keith Singh,Bangladeshi,Finance,CFO,29704.54,31,5,4.1,4.39,0,2021-04-12
346,Michelle Krause,American,Management,Director,36876.47,42,4,1.55,1.63,0,2021-06-26
347,Debra Edwards,Egyptian,IT,IT Support,48718.46,44,23,1.89,3.36,1,2002-12-18
348,James Mack,Pakistani,IT,Data Analyst,9073.71,58,24,2.57,4.98,0,2002-05-08
349,Mario May,Bangladeshi,Management,Director,56577.04,28,8,4.75,1.56,0,2018-01-19
350,Gloria Cooley,American,IT,Software Engineer,45298.13,27,21,4.29,3.68,0,2004-12-03
351,Mary Patterson,British,Sales,Sales Manager,15234.85,26,7,2.4,4.15,0,2019-04-26
352,Katrina Ramirez,Lebanese,Legal,Legal Counsel,49804.84,53,6,4.53,2.4,0,2019-09-17
353,Heather Bender,Bangladeshi,Operations,Operations Analyst,16830.9,24,6,2.18,2.27,0,2020-04-12
354,Shannon Burton,American,Legal,Legal Counsel,42939.33,57,6,4.77,4.91,0,2019-07-10
355,Samantha Weber,Filipino,Finance,Accountant,42870.36,32,14,3.43,2.74,1,2011-12-04
356,Rachel Lewis,British,Legal,Legal Counsel,34935.06,56,23,2.06,2.13,1,2003-04-29
357,Mr. Brian White,Lebanese,Logistics,Supply Chain Analyst,9378.98,45,16,1.02,1.35,0,2009-07-06
358,Jim Stanton,Egyptian,Operations,Operations Manager,6617.66,32,4,3.55,4.91,0,2022-03-21
359,Melissa Huerta,Bangladeshi,Customer Service,CS Representative,18423.16,38,16,1.36,3.18,1,2009-11-08
360,Hannah Macias,Indian,Customer Service,CS Representative,8949.44,51,2,2.05,4.35,0,2024-03-02
361,Scott Hardy,British,Marketing,Digital Marketer,18591.63,59,18,1.91,1.24,1,2007-08-29
362,Mark Wheeler,Jordanian,Customer Service,CS Manager,18224.81,52,19,2.2,2.58,0,2007-05-06
363,Thomas Whitaker,Filipino,Logistics,Logistics Coordinator,20905.77,31,19,1.48,4.03,1,2007-02-27
364,Donald Miller,Egyptian,IT,Data Analyst,26358.37,49,2,1.81,4.29,1,2023-07-19
365,Parker Coleman,Lebanese,HR,HR Director,17866.78,47,3,3.21,4.43,0,2023-05-13
366,Angel Gonzalez,Lebanese,HR,HR Officer,11189.98,58,14,3.35,4.03,0,2012-03-28
367,Eric Harrell,Emirati,Sales,Sales Executive,36044.48,48,18,2.06,3.62,0,2007-09-23
368,David Davis,Filipino,Sales,Sales Executive,11747.14,60,13,3.72,2.61,0,2012-12-03
369,Cynthia Craig,Indian,Customer Service,CS Representative,18455.47,23,9,2.35,4.17,0,2016-09-11
370,Tonya Guerra,Indian,IT,IT Support,48943.0,50,10,4.1,2.28,0,2015-07-16
371,Christine Alvarez PhD,Jordanian,Customer Service,CS Representative,18701.49,48,7,3.96,4.04,0,2019-04-22
372,Teresa Gaines,Pakistani,HR,HR Manager,26867.94,47,10,1.54,4.41,0,2016-05-06
373,Diane Garcia,American,Operations,Coordinator,11987.77,51,2,1.2,2.44,1,2023-11-12
374,Frederick Thomas,Lebanese,Legal,Legal Counsel,51538.31,23,21,1.97,2.96,0,2004-09-23
375,Christina Perry,Emirati,Marketing,Marketing Executive,11578.38,38,12,4.0,3.76,1,2013-11-05
376,Steven Garcia,Jordanian,Management,Team Lead,77719.64,36,25,3.59,3.71,0,2000-10-27
377,Suzanne Parks,Egyptian,Finance,CFO,41726.07,33,16,3.4,1.03,0,2009-12-17
378,Jimmy Reeves,Lebanese,Legal,Legal Officer,30654.91,35,12,2.87,3.71,0,2013-10-30
379,Randall Mccall,Indian,Finance,CFO,44978.89,45,17,3.25,3.38,0,2008-06-06
380,Carla Gonzalez,Egyptian,HR,HR Manager,34674.11,42,11,4.45,2.04,0,2014-06-22
381,Angela Estrada,Bangladeshi,IT,IT Support,40384.45,25,17,4.22,4.21,0,2008-06-18
382,Alexis Rivera,Lebanese,Finance,Accountant,26402.79,40,21,2.04,2.67,0,2005-05-05
383,Sara Santos,Jordanian,Marketing,Brand Manager,26974.34,56,24,3.55,2.9,0,2001-11-22
384,Samantha Patterson,Pakistani,IT,Data Analyst,44936.29,33,22,2.18,2.88,0,2003-08-11
385,Michelle Johnson,Egyptian,HR,HR Director,16947.94,41,8,2.68,4.55,0,2017-07-25
386,Theresa Miller,Jordanian,HR,HR Officer,8502.95,59,16,3.32,3.48,0,2010-02-12
387,Ryan Keller,British,Legal,Legal Counsel,23426.01,25,17,4.48,1.6,0,2008-11-28
388,Jacob Cox,Bangladeshi,Customer Service,CS Manager,9745.75,33,5,4.12,2.95,0,2021-02-18
389,Jeffrey Jordan,Indian,Finance,Accountant,24725.97,35,1,4.04,1.67,0,2024-09-10
390,David Russell,Filipino,Management,Director,56176.69,47,14,2.72,2.91,1,2011-08-22
391,William Lawson,Filipino,Finance,Finance Manager,36003.37,55,11,1.76,3.71,0,2015-01-14
392,Jessica Mills,Egyptian,Sales,Sales Manager,10389.37,54,5,3.35,1.67,0,2020-12-18
393,David Young,Bangladeshi,Logistics,Logistics Coordinator,17530.59,49,20,4.55,4.98,0,2005-09-15
394,Heather Mckay,Jordanian,IT,IT Support,9784.11,36,13,3.91,1.52,0,2012-07-24
395,Andrew Hart,Emirati,HR,HR Officer,26911.08,24,12,2.5,3.56,0,2013-07-06
396,Joseph Whitaker,Egyptian,HR,HR Director,30411.36,25,21,3.76,2.67,0,2004-08-16
397,Michelle Foley DVM,Lebanese,IT,IT Support,37502.87,22,7,2.2,3.65,0,2019-01-02
398,Randy Li,Filipino,Legal,Compliance Manager,33021.32,29,4,2.13,4.14,0,2021-07-12
399,Justin Shaw,American,Logistics,Supply Chain Analyst,13874.28,48,7,2.18,1.16,0,2019-02-03
400,Denise Chavez,Indian,Operations,Coordinator,6305.99,27,1,4.63,4.34,0,2025-03-03
401,Michael Mitchell,American,HR,HR Officer,27260.13,38,24,3.58,2.83,0,2002-01-09
402,Andrew Davis,Indian,HR,HR Officer,31475.93,40,6,2.44,3.71,0,2020-03-21
403,Kurt Barajas,Indian,Finance,Finance Manager,32544.14,32,5,2.31,4.58,0,2021-01-02
404,Daniel Morgan,British,Marketing,Digital Marketer,10187.3,47,6,4.85,2.09,1,2019-09-18
405,Matthew Walsh,American,IT,IT Manager,14432.97,25,4,4.93,4.38,1,2021-07-21
406,Dr. Sherry Wilson PhD,American,IT,IT Manager,24569.78,44,20,3.45,4.45,0,2006-03-18
407,Aaron Ward,Jordanian,HR,HR Manager,19339.26,26,14,2.05,2.26,0,2011-06-09
408,Monica Morales,British,Marketing,Marketing Executive,21646.89,28,17,2.73,3.91,0,2008-06-17
409,Shawn Eaton,Indian,Logistics,Supply Chain Analyst,7200.45,32,20,3.02,2.88,0,2006-02-28
410,Elizabeth King,Filipino,Marketing,Marketing Executive,16265.06,39,8,1.2,1.89,0,2017-10-26
411,Gregory Rodriguez,Emirati,Customer Service,CS Representative,17018.92,50,15,1.35,2.99,0,2010-09-10
412,Isaiah Myers,Egyptian,Legal,Legal Counsel,11612.44,57,14,1.0,1.36,0,2011-07-10
413,Alejandro Taylor,American,Logistics,Supply Chain Analyst,20401.11,51,7,4.8,2.45,1,2019-01-26
414,Wayne Gray,Filipino,Logistics,Logistics Coordinator,19634.68,52,25,3.87,2.45,0,2001-04-05
415,Lisa Robinson,American,Marketing,Marketing Executive,30236.75,40,12,3.19,2.5,1,2014-02-26
416,Christine Brown,Filipino,Legal,Legal Counsel,21443.02,34,4,1.75,4.72,1,2021-09-27
417,Andrew Tate,American,Marketing,Digital Marketer,28200.18,24,4,4.71,4.35,0,2021-10-01
418,Brandon Glenn,Lebanese,Management,VP,23751.34,53,17,1.02,3.94,0,2008-10-13
419,Sherri Thomas MD,British,Logistics,Warehouse Manager,26265.57,33,25,3.77,1.69,0,2001-04-01
420,Michelle Robinson,Filipino,Management,Director,72375.23,54,20,4.53,2.67,0,2005-06-03
421,Brandy Lee,Egyptian,Legal,Legal Counsel,53672.12,50,11,4.22,1.55,0,2014-09-01
422,Michael Davis,Bangladeshi,Logistics,Warehouse Manager,21661.24,57,11,3.53,1.8,0,2014-12-24
423,Laura Garcia,Bangladeshi,IT,IT Manager,35653.54,33,23,3.02,3.78,0,2003-03-26
424,Christopher Alvarado,Emirati,Management,Team Lead,76273.79,48,19,3.7,4.58,0,2006-10-19
425,Rachel Bishop,Egyptian,Finance,Accountant,13377.09,25,13,1.8,4.0,1,2012-12-26
426,Dylan Gonzalez,Lebanese,Finance,Accountant,37021.22,35,23,4.01,1.13,0,2003-04-02
427,Darlene Stewart,Bangladeshi,Logistics,Warehouse Manager,11227.1,40,13,3.77,1.19,1,2012-10-20
428,Amy Gonzalez,Bangladeshi,Finance,Accountant,35515.79,34,1,3.48,4.12,0,2025-01-23
429,Amy Duran,Emirati,Operations,Operations Manager,16771.56,26,10,1.75,1.7,0,2015-11-09
430,Todd Reyes,Pakistani,Sales,Sales Executive,15719.91,32,18,3.34,2.02,1,2007-05-25
431,Eric Davis,Bangladeshi,IT,IT Support,33472.09,41,11,2.96,3.29,0,2014-05-24
432,Shaun Kline,Filipino,IT,IT Support,11795.24,54,17,1.64,3.17,1,2008-11-25
433,Donald Zhang,Emirati,Marketing,Marketing Executive,17102.34,35,11,4.8,3.47,0,2014-08-07
434,Tamara Farrell,British,Marketing,Brand Manager,13729.74,37,15,4.84,3.73,1,2011-03-25
435,Samantha Becker,American,Logistics,Logistics Coordinator,12222.24,55,24,4.29,2.5,0,2001-10-08
436,Julia Smith,Jordanian,Sales,Sales Executive,13352.91,54,21,1.33,1.38,0,2004-08-21
437,Ryan Harris,British,HR,HR Officer,25769.38,35,7,4.46,2.7,1,2018-08-18
438,Jessica Campbell,Jordanian,IT,Software Engineer,27828.23,43,1,1.15,1.29,1,2025-01-10
439,Shannon Palmer,British,Management,Team Lead,74214.13,48,8,2.55,3.52,0,2018-05-12
440,Mark Chen,Bangladeshi,Logistics,Warehouse Manager,20111.3,26,1,4.02,3.34,0,2025-04-11
441,John Contreras,British,HR,HR Officer,29032.97,41,10,3.43,2.13,0,2015-11-07
442,Melissa Vaughn,Pakistani,Customer Service,CS Supervisor,13002.02,30,6,3.99,4.19,0,2019-12-20
443,David Brown,Jordanian,Marketing,Digital Marketer,22498.68,57,1,1.57,1.17,0,2024-10-29
444,Ryan Garcia,Pakistani,HR,HR Manager,12881.48,44,10,1.85,4.62,0,2016-03-09
445,Robert Drake,Jordanian,Operations,Operations Manager,26033.96,34,20,1.46,3.68,0,2006-04-26
446,William Nelson,Bangladeshi,Logistics,Logistics Coordinator,12394.36,26,3,2.0,1.79,1,2022-12-01
447,Jeremy Maldonado,Egyptian,Operations,Coordinator,12843.29,26,4,4.6,2.27,0,2021-07-08
448,Elizabeth Knight,Filipino,Management,General Manager,51760.88,45,5,4.23,4.83,0,2020-12-10
449,Jason Aguilar,Bangladeshi,Legal,Compliance Manager,47804.95,30,9,3.72,2.33,0,2016-10-04
450,Alexander Jones,Filipino,Customer Service,CS Supervisor,6632.49,60,18,1.33,2.12,0,2007-08-21
451,Rachel Kennedy,British,HR,HR Manager,9111.2,23,24,4.4,3.53,0,2001-08-01
452,David Vargas,Lebanese,Finance,Finance Manager,17642.8,56,18,2.89,4.1,0,2008-01-29
453,David Mack,Pakistani,IT,IT Support,29546.05,27,15,2.59,3.01,0,2010-07-12
454,Richard Alvarez,Bangladeshi,Customer Service,CS Representative,7687.18,58,6,3.64,4.87,0,2019-09-15
455,Jennifer White,Bangladeshi,Operations,Operations Manager,17703.41,26,25,2.06,1.94,0,2000-09-01
456,Joanna Hayes,Egyptian,Customer Service,CS Manager,18223.28,24,15,4.92,2.3,0,2010-08-29
457,Ian Daniels,Jordanian,Sales,Sales Manager,24963.55,33,19,2.51,2.51,0,2007-04-14
458,Robin Brown,Emirati,Legal,Legal Counsel,33236.73,44,8,4.27,2.38,0,2017-07-15
459,Lee Jones,Bangladeshi,IT,Software Engineer,15789.84,26,15,3.06,2.12,1,2011-03-03
460,Antonio Gutierrez,British,Operations,Operations Analyst,25468.14,29,14,2.93,2.92,0,2012-02-29
461,Francis Brewer,Pakistani,Operations,Operations Analyst,9069.24,59,2,1.64,3.52,1,2023-07-30
462,Lisa Campbell,Egyptian,IT,Software Engineer,46820.32,55,9,4.83,3.4,0,2017-05-11
463,John Mendez,Pakistani,Operations,Coordinator,20556.62,52,15,4.47,1.68,0,2010-07-19
464,Steven Jordan,Lebanese,IT,Software Engineer,36045.6,38,20,1.67,3.74,0,2005-07-22
465,Jennifer Clark,British,Operations,Operations Analyst,15251.09,28,13,1.07,3.09,0,2012-06-05
466,Shannon Arroyo,Indian,Management,VP,26532.44,60,4,1.16,4.14,0,2022-03-20
467,Megan Johnson,British,IT,Data Analyst,31110.73,22,20,4.59,4.1,0,2005-08-29
468,Kevin Parker,Lebanese,Finance,Financial Analyst,27603.21,36,23,4.75,2.93,0,2002-11-26
469,Robert Martinez,British,Legal,Compliance Manager,21453.31,36,5,4.64,1.34,0,2020-08-14
470,Larry Schmitt,Filipino,Operations,Coordinator,23019.57,22,1,3.31,1.47,1,2024-06-17
471,David Bennett,British,Marketing,Digital Marketer,17143.55,31,14,2.7,3.34,0,2011-08-21
472,Danielle Day,Pakistani,Marketing,Brand Manager,14715.7,47,20,4.02,2.65,0,2005-09-18
473,Sarah Campbell,Indian,Logistics,Warehouse Manager,16642.72,41,18,3.31,4.1,0,2008-03-13
474,Valerie Conrad,Lebanese,Operations,Coordinator,24794.62,32,15,1.4,3.03,0,2010-08-14
475,Richard Mcguire,British,Finance,Financial Analyst,22396.84,22,6,4.22,4.29,0,2019-07-17
476,Jose Hamilton,Lebanese,HR,Recruiter,13209.57,27,9,3.44,3.9,0,2016-10-27
477,Stephen Spence,Jordanian,Management,Director,76471.53,33,2,3.56,2.76,0,2023-06-17
478,Samantha Butler,Bangladeshi,Operations,Operations Analyst,24815.03,54,2,3.06,1.93,1,2024-04-30
479,Alexandra Ortiz,Filipino,Finance,Financial Analyst,11213.18,39,6,4.12,2.41,1,2019-07-24
480,Brian Brown,Filipino,HR,HR Manager,22388.59,57,3,4.66,2.39,0,2022-12-29
481,Rachel Burns,Egyptian,Customer Service,CS Supervisor,13623.6,38,13,1.7,3.02,0,2012-09-06
482,Glenn Barry,Lebanese,HR,HR Director,33787.86,56,17,4.25,3.3,0,2008-11-10
483,Susan Daniel,Indian,Operations,Operations Manager,14151.86,51,25,3.73,4.59,0,2000-09-20
484,Jordan Tran,Jordanian,HR,HR Officer,24742.53,36,13,3.71,1.92,0,2012-11-22
485,Stephen Rios,American,Sales,Sales Manager,16480.56,47,8,3.69,4.28,1,2018-02-18
486,Logan Hebert,American,Marketing,Digital Marketer,32040.86,39,7,1.73,3.98,0,2019-02-12
487,Rebecca Carney,Bangladeshi,Operations,Operations Analyst,23650.3,38,8,1.83,1.81,1,2017-07-08
488,Brenda Spencer,American,HR,Recruiter,32765.27,53,4,3.46,4.06,0,2022-04-28
489,Rachel Bradley,Egyptian,Management,VP,47002.12,58,11,4.48,2.96,0,2014-09-02
490,Susan White,Jordanian,Operations,Operations Manager,19839.96,25,25,3.1,2.69,0,2001-05-08
491,David Powers,Emirati,Legal,Legal Officer,44915.68,51,22,4.91,3.79,0,2003-06-06
492,Crystal Stuart,Filipino,Operations,Operations Manager,19944.2,42,13,2.45,4.45,1,2013-01-07
493,Amanda Watson,Bangladeshi,Customer Service,CS Supervisor,10146.45,33,20,3.0,1.84,0,2005-11-14
494,Jennifer Kaufman,Filipino,Sales,Account Manager,12936.34,30,15,4.92,3.74,0,2011-01-04
495,Paul Webb,Jordanian,Legal,Legal Counsel,18822.84,31,13,2.89,1.04,1,2013-03-14
496,Henry Gonzalez,Emirati,Marketing,Marketing Executive,15400.96,57,16,4.43,1.19,1,2010-02-28
497,Noah Carlson,Jordanian,Sales,Sales Manager,34686.07,28,16,2.8,2.34,0,2009-08-09
498,Tara Grant,Jordanian,Marketing,Marketing Executive,18529.31,44,1,4.47,4.85,0,2024-07-28
499,Robert Hurley,Lebanese,Sales,Sales Manager,17727.98,54,12,2.95,3.95,0,2013-11-07
500,Dr. Samuel Brown,Lebanese,Customer Service,CS Supervisor,19348.92,32,21,3.56,4.71,0,2004-07-14
501,Amanda Holden,British,HR,Recruiter,11535.99,36,3,2.25,3.61,0,2022-07-14
502,Brian Elliott,Pakistani,Customer Service,CS Representative,17942.1,45,25,3.99,3.08,0,2001-02-28
503,David Davis,British,IT,Software Engineer,18619.71,38,24,4.76,3.8,1,2002-02-28
504,John Ryan,Indian,HR,Recruiter,33230.22,52,3,3.19,1.11,0,2023-04-07
505,George Rowland,Pakistani,Management,General Manager,20480.23,46,5,2.24,1.99,1,2020-07-03
506,Carol Hoffman,Egyptian,Logistics,Warehouse Manager,6628.57,44,6,4.44,2.3,0,2019-08-17
507,Dr. Dana Holmes MD,Lebanese,Customer Service,CS Supervisor,19543.13,56,5,1.71,3.39,0,2020-06-28
508,Valerie Lee,American,Logistics,Supply Chain Analyst,20069.62,41,21,4.64,2.93,0,2005-04-08
509,Ryan Andrews,Bangladeshi,Marketing,Brand Manager,14274.6,41,14,1.04,3.09,0,2012-03-13
510,Joseph Knight,Egyptian,Customer Service,CS Manager,5124.76,53,18,4.79,2.91,1,2007-10-15
511,Nicolas Williams,British,Operations,Operations Manager,19157.09,34,1,2.65,3.24,0,2025-02-24
512,Tracy Knight,Egyptian,Operations,Operations Manager,7901.03,37,9,3.07,4.2,0,2016-05-30
513,Angela Anderson,American,Logistics,Supply Chain Analyst,15083.89,26,9,1.73,2.16,0,2016-07-08
514,Daniel Smith,Egyptian,Management,Director,27206.31,23,16,1.61,4.88,1,2010-03-31
515,Melissa Robles,British,IT,Data Analyst,26975.08,22,23,1.93,1.6,0,2002-11-30
